Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,audio_caption,visual_caption
957,"I'm moving on, and you're moving on with me.",Rachel,neutral,neutral,95,9,5,3,"00:04:29,310","00:04:31,395",Angry,"The image shows a woman in a purple dress standing in front of a table with a flower vase, papers, and other objects on it. Behind her, two men are standing, one of them holding a telephone. On the right side of the image, there is a telephone and a light attached to the wall."
958,"Come on, give me one good reason why you don't wanna go.",Rachel,neutral,neutral,95,10,5,3,"0:04:35,566","0:04:38,069",The speaker sounds happy.,"The image shows a woman sitting on top of a couch next to a man, with a cup in her hand. There are other people sitting on the couch in the background, and a wall behind them."
959,"Umm, why don't you give",Monica,neutral,neutral,95,11,5,3,"0:04:38,069","0:04:38,213","The speaker sounds male, speaks English, and conveys a sad mood.",Nan
960,What?,Rachel,surprise,positive,95,12,5,3,"0:04:42,407","0:04:44,579",Angry,"The image shows a woman in a purple dress standing in front of a desk with a man behind her. On the desk there are various objects, including a flower vase, telephone, and other items. In the background, there are frames attached to the wall and a light illuminating the scene."
961,Harder than it sounds. Isn't it?,Monica,neutral,neutral,95,13,5,3,"0:04:44,579","0:04:45,331","The speaker sounds male, speaks English, and conveys a happy mood.","The image shows a woman sitting on top of a couch next to a man, both of them smiling. The woman is holding a glass in her hand, and there are a few other people standing around them."
962,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",Rachel,neutral,neutral,95,14,5,3,"00:04:45,994","00:04:54,751",The speaker sounds happy.,"The image shows two women, one in a purple dress and the other in a yellow dress, talking to each other in front of a wall with various objects in the background."
963,Yep! There's always room for,Joey,neutral,neutral,95,15,5,3,"00:04:51,207","00:04:54,751",The speaker sounds happy.,"The image shows a man and woman sitting side by side on a couch. The man is wearing a brown t-shirt and the woman is smiling. In the background, there is a person standing and a wall."
964,"Joey, how do you make",Rachel,neutral,neutral,95,16,5,3,"00:04:58,172","00:05:00,132",Joey,"The image shows a woman in a purple dress standing in front of a desk with two men, a flower vase, papers, and other objects on it, and a wall in the background."
965,"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",Joey,neutral,neutral,95,17,5,3,"00:05:00,383","00:05:06,763",The speaker sounds happy.,"The image shows a man and woman sitting on a couch, each holding a cup in their hands. In the background, there is a person standing, a lamp on a table, some plants, and a wall."
966,"Hello, this is Monica...",Monica,neutral,neutral,96,0,1,17,"00:14:02,007","00:14:04,217",The speaker sounds happy.,"The image shows two women standing next to each other in front of a television, with a frame attached to the wall and a plant in the background. One of the women is holding a mobile phone in her hand."
967,Yeah???,Monica,neutral,neutral,96,1,1,17,"00:14:04,635","00:14:05,760","The speaker sounds female, between 16-25 years old, speaking in English with a","The image shows two women standing next to each other in front of a TV, with one of them holding a mobile phone in her hand. In the background, there is a frame attached to the wall, a plant, and a few flowers."
968,Oh...,Monica,neutral,neutral,96,2,1,17,"00:14:06,595","00:14:08,179",The speaker sounds fearful.,"The image shows two women standing next to each other in front of a television, with a frame attached to the wall and a plant in the background. One of the women is holding a telephone in her hand."
969,"Okay, yes, we'll be right, we'll be right down.",Monica,neutral,neutral,96,3,1,17,"0:14:08,430","0:14:09,942",The speaker sounds like a man.,"The image shows two women standing next to each other in front of a TV, with a poster on the wall behind them. One of the women is holding a mobile phone in her hand, while the other is looking at her. There are also plants and flowers in the background."
970,Thank you.,Monica,neutral,neutral,96,4,1,17,"0:14:09,942","0:14:10,778","The speaker sounds female, between 16-25 years old, speaking English with a neutral","The image shows two women standing next to each other in front of a TV, with one of them holding a mobile phone in her hand. In the background, there is a frame attached to the wall, a plant, and a few flowers."
971,Okay. Lets bring it in.,Monica,neutral,neutral,97,0,3,9,"00:04:23,888","00:04:25,514",The speaker sounds angry.,"The image shows a group of people standing on top of a blue carpet, surrounded by a metal fence, a street pole, some benches, a trash bin, some plants, the bark of the trees, some buildings with windows, and a cloudy sky. In the center of the group is a man wearing footwear."
972,"Wait no, honey, honey throw it to me, throw it to me.",Rachel,neutral,neutral,97,1,3,9,"00:04:25,682","00:04:27,140",The speaker sounds angry.,"The image shows a group of people playing with blue flowers on the ground, surrounded by trees, plants, a bench, a metal frame, a wall with some paintings on it, and a fence. In the center of the group stands a man wearing footwear."
973,Here you go.,Ross,neutral,neutral,97,2,3,9,"00:04:27,308","00:04:29,559","The speaker sounds male, speaks English, and conveys an angry mood.","The image shows a group of people running through a field of blue flowers, with a man and a woman in the foreground. In the background, there are trees, plants, a wall, a gate, and other objects."
974,That almost hit me in the face.,Rachel,anger,negative,97,3,3,9,"00:04:31,104","00:04:33,772",Angry,"The image shows a woman in a green shirt and black pants standing in front of a fence, with a bench, dustbin, and trees in the background."
976,"Well, if the magician can open my beer with his but cheeks, then all right.",Chandler,neutral,neutral,98,1,3,12,"00:01:44,896","00:01:48,732",The speaker sounds neutral.,"The image shows two men sitting on a couch, both wearing suits and ties. One of them is holding a newspaper in his hand, and there is a lamp on the left side of the image. In the background, there are frames attached to the wall, a plant, and other objects."
977,Hey!,Chandler,joy,positive,99,0,7,19,"0:05:24,907","0:05:25,575","The speaker sounds male, speaks English, and conveys a happy mood.","The image shows a man standing in a kitchen next to a table with a book on it. On the right side of the image there is a chair and a table, and on the left side there are books and other objects on the table. In the background there are frames attached to the wall and a door."
978,Hey!,Monica,joy,positive,99,1,7,19,"0:05:25,575","0:05:26,813",The speaker sounds happy.,"The image shows a woman sitting on top of a couch next to a pillow, with a table in the background. She has a human face and is wearing a white shirt and blue jeans. Her hair is pulled back in a ponytail and she has a serious expression on her face."
979,Yknow Im-Im really glad we decided not to sleep together before the wedding.,Chandler,joy,positive,99,2,7,19,"00:05:26,909","00:05:30,495",The speaker sounds happy.,"The image shows a man standing in a kitchen next to a table with various objects on it, surrounded by chairs. In the background, there is a wall with a door and a rack with bottles, jars, flower vases, and other items."
